,price,m2,age,floor,total_room,district_encoded,neighbor_encoded
7904,3000000,120,0,0.0,3,4970295.55403868,6487466.45
7905,14500000,135,4,4.0,4,18766793.31306991,20307026.315789472
7906,1450000,120,0,4.0,3,2769582.4657534244,2304849.7333333334
7908,6250000,130,27,19.0,4,7754128.301886792,9428571.42857143
7910,3195000,105,12,3.0,3,4059405.832635984,3746428.5714285714
7911,8250000,160,21,1.0,4,7962301.739130435,9986363.636363637
7912,4500000,85,1,4.0,3,5297494.923337092,6343338.129496403
7913,9000000,155,0,1.0,4,6559200.238609113,6188653.333333333
7914,1750000,90,26,4.0,3,6559200.238609113,4811928.571428572
7916,8500000,120,0,3.0,4,9683732.91925466,5826067.567567567
7917,3650000,100,12,0.5,4,7962301.739130435,4627578.125
7918,3350000,110,0,0.0,3,4970295.55403868,6057293.357798165
7919,6750000,130,5,1.0,4,6559200.238609113,4462624.113475177
7920,2899000,135,0,4.0,4,2769582.4657534244,4884594.567567567
7921,3500000,110,0,3.0,4,3884916.195530726,3555380.9523809524
7923,2800000,90,45,3.0,3,4254808.612440191,3709696.9696969697
7924,2300000,110,33,3.0,4,6559200.238609113,5049988.159763314
7925,9490000,220,0,5.0,7,4138010.251282051,6994235.820895523
7926,12800000,80,11,2.0,2,18840772.21851852,19328387.06451613
7927,15500000,117,0,12.0,4,16676002.409638554,18666176.47058824
7928,4750000,120,15,1.0,4,7437451.282051282,7355370.37037037
7929,9400000,150,50,3.0,4,18766793.31306991,17185621.62162162
7930,4500000,85,20,3.0,3,20111125.68306011,8250000.0
7932,5500000,85,0,2.0,3,7340518.640677966,8019684.777173913
7933,6500000,160,15,7.0,3,7437451.282051282,14119187.5
7934,1950000,69,1,0.0,3,2769582.4657534244,7841056.338028169
7935,1885000,100,5,1.0,3,2769582.4657534244,2382666.6666666665
7938,6770000,85,5,0.0,3,7962301.739130435,9215404.624277456
7939,6100000,180,7,4.0,6,4138010.251282051,6994235.820895523
7940,3000000,55,31,1.0,2,18766793.31306991,5506000.0
7941,2100000,55,30,4.0,2,7754128.301886792,5215789.47368421
7942,7100000,220,8,4.0,7,5547095.228571429,6063035.714285715
7943,4850000,105,1,11.0,3,4138010.251282051,3918333.3333333335
7944,2450000,100,26,3.0,3,4547597.902097902,5049988.159763314
7945,10000000,130,11,6.0,4,5749051.802409639,9257611.925373135
7946,4200000,88,4,3.0,3,5367273.031914894,5177444.444444444
7947,2150000,120,26,1.0,3,4138010.251282051,6994235.820895523
7948,5750000,100,5,4.0,3,6559200.238609113,5049988.159763314
7949,5200000,115,31,4.0,4,11259699.059561128,6835168.0
7950,5300000,145,25,-3.0,4,4970295.55403868,6134857.085714285
7951,3800000,85,1,0.5,3,6559200.238609113,4249098.484848484
7953,4600000,85,38,1.0,3,4254808.612440191,3666525.423728813
7954,25950000,125,0,2.0,3,18766793.31306991,28832777.777777776
7956,8500000,210,1,4.0,6,4138010.251282051,6994235.820895523
7957,3900000,85,31,2.0,3,4254808.612440191,3833292.682926829
7958,3200000,115,24,2.0,3,5478152.10355987,3784000.0
7959,2950000,80,30,1.0,3,4254808.612440191,4342142.857142857
7960,3100000,165,0,3.0,4,4970295.55403868,5269146.553333334
7961,2500000,85,20,3.0,3,5478152.10355987,4590144.913043479
7962,3700000,125,21,1.0,4,5848907.837837838,4787375.0
7963,16500000,135,26,0.5,3,18840772.21851852,32659285.71428572
7964,14950000,135,0,6.0,4,18766793.31306991,21011136.363636363
7965,4700000,80,0,1.0,3,5297494.923337092,4409719.101123596
7966,2350000,110,21,3.0,3,5478152.10355987,5945086.956521739
7967,13500000,112,0,1.0,3,11259699.059561128,14628409.090909092
7968,13500000,110,5,3.0,4,18766793.31306991,14403960.0
7969,6300000,140,11,4.0,5,6559200.238609113,3409197.662790697
7970,2150000,80,25,0.5,3,5297494.923337092,4676827.383297645
7971,1700000,120,5,0.0,2,2769582.4657534244,2241192.821428572
7973,1900000,65,50,0.0,2,4254808.612440191,3666525.423728813
7974,16500000,135,7,7.0,4,18766793.31306991,20307026.315789472
7976,3000000,100,31,1.0,3,7437451.282051282,6662500.0
7977,4000000,110,24,0.0,4,4871095.435684647,4863333.333333333
7978,8600000,125,35,0.5,3,18766793.31306991,21011136.363636363
7979,4200000,125,26,6.0,4,7437451.282051282,5497857.142857143
7980,8800000,160,11,2.0,4,5848907.837837838,6471745.098039215
7981,8650000,65,0,1.0,2,18766793.31306991,21011136.363636363
7982,3100000,70,10,0.0,2,5877304.964539007,3100000.0
7983,6000000,125,16,4.0,4,6559200.238609113,4249098.484848484
7984,5700000,100,40,1.0,3,18840772.21851852,8195454.545454546
7985,5200000,85,0,3.0,3,7754128.301886792,3811666.6666666665
7986,3400000,75,0,3.0,2,5367273.031914894,6520022.704545454
7987,18250000,230,35,12.0,7,16676002.409638554,18666176.47058824
7988,2150000,80,42,0.0,3,4254808.612440191,2762857.1428571427
7990,2300000,85,5,-1.0,3,9683732.91925466,6994235.820895523
7991,3250000,160,26,6.0,3,8397364.775800712,3762500.0
7992,3750000,85,30,2.0,3,7754128.301886792,4979515.121212121
7993,2850000,85,15,9.0,3,8397364.775800712,6044116.504854369
7994,5700000,125,5,3.0,4,5877304.964539007,6745350.0
7996,3650000,65,40,3.0,2,18766793.31306991,6243333.333333333
7997,1550000,70,8,0.0,3,2769582.4657534244,2304849.7333333334
7998,6000000,75,35,0.0,3,8397364.775800712,6994235.820895523
7999,8500000,150,30,12.0,5,11981780.303030305,17206197.183098592
8000,8200000,120,15,3.0,4,5749051.802409639,5026250.0
8001,21950000,130,5,10.0,4,18766793.31306991,21011136.363636363
8002,4250000,110,12,2.0,2,6106125.056426332,8019684.777173913
8003,27000000,135,7,13.0,4,18766793.31306991,28832777.777777776
8005,1800000,120,25,2.0,4,5297494.923337092,8019684.777173913
8006,2900000,130,30,3.0,4,4547597.902097902,4718000.0
8007,1929000,110,5,1.0,3,2769582.4657534244,4508500.0
8008,3750000,80,20,4.0,3,5749051.802409639,4985416.666666667
8009,4950000,95,32,2.0,3,11259699.059561128,5508072.727272728
8010,6490000,105,7,3.0,3,9683732.91925466,5653750.0
8011,5750000,90,2,4.0,3,5297494.923337092,6343338.129496403
8012,1590000,110,25,5.0,3,5297494.923337092,5071440.677966102
8013,5800000,120,17,2.0,4,6559200.238609113,4462624.113475177
8015,2175000,105,31,4.0,3,6559200.238609113,4676827.383297645
8016,20000000,115,35,2.0,3,18840772.21851852,21356666.666666668
8017,3600000,70,0,0.0,2,5749051.802409639,4438371.212121212
8018,15700000,150,0,4.0,4,11259699.059561128,15854853.658536583
8019,13850000,105,5,0.0,4,18766793.31306991,20307026.315789472
8020,6000000,128,15,0.0,3,6559200.238609113,4462624.113475177
8021,8000000,100,0,0.5,4,11259699.059561128,6835168.0
8022,3900000,150,18,0.0,4,6559200.238609113,4462624.113475177
8023,2650000,55,50,7.0,2,10309326.797385622,5358333.333333333
8024,5099000,100,0,3.0,3,4059405.832635984,3883999.9696969697
8025,1990000,105,25,3.0,3,4138010.251282051,7672148.4375
8026,5300000,230,11,3.0,6,2769582.4657534244,3480374.958333333
8028,12500000,180,36,7.0,4,18840772.21851852,13988888.888888888
8029,2800000,110,15,0.0,3,8011979.826612903,6994235.820895523
8030,15000000,175,1,5.0,5,8397364.775800712,6772875.166666667
8034,5600000,165,2,2.0,4,5297494.923337092,4409719.101123596
8035,6300000,130,0,2.0,4,4970295.55403868,5269146.553333334
8036,13750000,110,4,8.0,3,18766793.31306991,9520094.33962264
8037,21000000,130,0,9.0,4,18766793.31306991,17185621.62162162
8039,4850000,90,14,3.0,2,9683732.91925466,5113928.571428572
8040,2690000,65,11,0.5,3,4138010.251282051,7672148.4375
8041,3600000,78,25,7.0,2,4970295.55403868,4676827.383297645
8042,9500000,95,0,3.0,3,11259699.059561128,11955263.157894736
8043,7450000,120,11,3.0,4,7340518.640677966,7626428.571428572
8044,4200000,98,0,7.0,3,5848907.837837838,4706222.804347826
8048,30250000,167,5,11.0,4,20111125.68306011,21143846.153846152
8049,4250000,100,30,3.0,3,5749051.802409639,5340163.265306123
8050,7500000,110,5,2.0,3,7340518.640677966,6432083.291666667
8051,3500000,110,11,0.5,3,5367273.031914894,8019684.777173913
8053,7250000,90,11,5.0,3,18766793.31306991,9520094.33962264
8054,4400000,90,1,2.0,3,5848907.837837838,8770657.894736841
8055,6750000,185,11,4.0,4,4970295.55403868,6057293.357798165
8056,5000000,60,1,2.0,2,7962301.739130435,9074265.306122448
8057,13500000,170,29,0.0,4,8397364.775800712,11202090.0
8058,18900000,165,5,2.0,4,15576012.658227848,21515789.47368421
8059,16290000,105,8,8.0,4,18766793.31306991,17185621.62162162
8060,7000000,90,16,0.5,3,7962301.739130435,9074265.306122448
8061,6199000,200,0,3.0,6,4970295.55403868,5269146.553333334
8062,3099000,70,0,0.5,3,5297494.923337092,4811928.571428572
8063,4650000,120,25,4.0,4,8011979.826612903,5899931.034482759
8064,5450000,85,3,1.0,3,7437451.282051282,8462500.0
8065,7650000,85,0,1.0,3,7962301.739130435,7948520.599250936
8067,14500000,85,4,6.0,2,20111125.68306011,21143846.153846152
8068,20950000,148,0,7.0,4,18766793.31306991,15964615.384615384
8069,7750000,100,0,4.0,3,7962301.739130435,8532544.827586208
8070,20950000,145,0,2.0,4,18766793.31306991,17185621.62162162
8071,15950000,140,0,8.0,4,18766793.31306991,13471150.0
8073,4500000,80,25,4.0,3,5749051.802409639,6577302.325581395
8074,6800000,100,1,6.0,3,7736038.525691699,9859833.333333334
8075,13750000,90,10,2.0,4,18766793.31306991,20307026.315789472
8076,6750000,65,0,0.0,3,7962301.739130435,7948520.599250936
8077,1450000,100,0,2.0,2,4970295.55403868,3526234.2890625
8078,25950000,140,6,10.0,4,18766793.31306991,26454424.778761063
8079,7800000,180,4,4.0,5,7962301.739130435,5809861.111111111
8080,6100000,80,35,1.0,3,18840772.21851852,10476923.076923076
8081,1975000,95,40,2.0,3,4547597.902097902,3598055.5555555555
8083,3649000,115,0,2.0,3,4970295.55403868,5269146.553333334
8084,2299000,100,0,1.0,3,3884916.195530726,3555380.9523809524
8085,11750000,85,12,1.0,2,20111125.68306011,16373294.871794872
8087,4650000,180,15,14.0,4,4970295.55403868,6057293.357798165
8088,3950000,116,26,3.0,4,5547095.228571429,7801680.541666667
8089,7500000,80,0,1.0,3,7962301.739130435,8532544.827586208
8091,8600000,160,0,12.0,5,11259699.059561128,4676827.383297645
8093,15950000,90,2,5.0,3,18766793.31306991,20307026.315789472
8094,5300000,170,16,3.0,7,4254808.612440191,4143333.3333333335
8095,4655000,100,0,2.0,3,5297494.923337092,5057080.0
8096,3150000,79,18,0.5,3,3909949.1525423727,3479166.6666666665
8097,4580000,85,3,2.0,3,6559200.238609113,4249098.484848484
8100,13500000,231,5,0.0,4,8011979.826612903,8529444.444444444
8101,4750000,125,20,2.0,4,5297494.923337092,4438371.212121212
8102,3200000,70,30,0.5,2,10309326.797385622,4020238.095238095
8104,8500000,175,10,12.0,4,7736038.525691699,9859833.333333334
8107,5000000,95,0,1.0,3,6559200.238609113,4249098.484848484
8108,3550000,95,6,1.0,3,4970295.55403868,5269146.553333334
8110,21000000,120,3,5.0,4,18766793.31306991,26454424.778761063
8111,3550000,100,31,1.0,4,4254808.612440191,3833292.682926829
8112,2850000,95,36,3.0,3,4254808.612440191,3833292.682926829
8113,41000000,220,50,6.0,5,18840772.21851852,28713409.09090909
8114,19000000,140,31,4.0,4,20111125.68306011,23475000.0
8115,5000000,85,0,2.0,3,7001761.904761905,6910181.818181818
8116,25300000,140,5,15.0,3,20111125.68306011,21143846.153846152
8117,11000000,100,0,1.0,3,16676002.409638554,11906086.956521738
8118,6500000,120,1,1.0,4,5297494.923337092,4706222.804347826
8119,3495000,65,0,0.0,2,5749051.802409639,3325714.2678571427
8120,2390000,70,8,0.0,2,4138010.251282051,3558757.575757576
8121,3950000,90,5,5.0,3,5749051.802409639,10140060.606060604
8122,6900000,100,1,7.0,3,9683732.91925466,6419555.555555556
8123,3600000,60,24,4.0,2,5297494.923337092,9753616.279069768
8124,1600000,55,40,-1.0,2,4254808.612440191,2762857.1428571427
8125,2900000,80,10,5.0,3,3884916.195530726,3555380.9523809524
8126,4690000,90,2,5.0,3,8011979.826612903,4992842.052631579
8127,4000000,100,30,1.0,3,4254808.612440191,4835000.0
8128,2600000,65,8,0.0,2,4138010.251282051,3558757.575757576
8129,8250000,140,3,4.0,4,9683732.91925466,15495000.0
8130,8950000,100,0,1.0,2,11259699.059561128,15854853.658536583
8131,4500000,60,7,0.0,2,8397364.775800712,6545000.0
8132,3950000,75,35,1.0,3,11259699.059561128,19130555.55555556
8133,3100000,120,26,0.0,5,5749051.802409639,4367115.384615385
8134,2845000,90,5,1.0,3,2769582.4657534244,2772500.0
8135,23000000,125,0,13.0,4,18766793.31306991,21011136.363636363
8136,9000000,85,15,15.0,2,20111125.68306011,16373294.871794872
8137,11000000,115,50,12.0,5,11981780.303030305,12903979.591836736
8138,2999999,145,3,3.0,4,2769582.4657534244,4107124.9583333335
8139,8250000,190,21,1.0,4,6559200.238609113,12699506.787330316
8140,3680000,85,15,2.0,3,5297494.923337092,4590144.913043479
8141,3150000,150,12,10.0,3,2769582.4657534244,6369733.333333333
8143,3800000,100,7,2.0,3,4547597.902097902,5049988.159763314
8144,2550000,75,5,12.0,2,7962301.739130435,4627578.125
8145,3950000,80,0,0.5,3,5297494.923337092,4676827.383297645
8146,3400000,85,36,3.0,3,4254808.612440191,4063465.3465346536
8147,3500000,95,9,0.5,3,20111125.68306011,6815714.285714285
8148,5950000,150,9,4.0,6,5367273.031914894,4706222.804347826
8149,1589000,72,30,12.0,2,7962301.739130435,2619500.0
8150,2200000,150,15,12.0,4,2769582.4657534244,2772500.0
8151,3325000,90,16,1.0,3,4547597.902097902,2902500.0
8152,3600000,75,10,0.5,3,8508896.555172414,5057080.0
8153,2100000,120,20,0.5,4,5297494.923337092,3367270.833333333
8154,4100000,105,0,3.0,3,5848907.837837838,5276792.333333333
8155,3850000,200,25,4.0,4,20111125.68306011,7975000.0
8156,3825000,95,5,2.0,3,7962301.739130435,5226666.666666667
8157,13750000,90,0,8.0,3,18766793.31306991,21011136.363636363
8158,4900000,95,8,3.0,3,7962301.739130435,4627578.125
8159,11500000,164,38,3.0,5,11981780.303030305,12903979.591836736
8160,10650000,100,37,0.5,3,18766793.31306991,17185621.62162162
8161,6500000,165,0,3.0,4,4970295.55403868,6057293.357798165
8162,3600000,100,33,4.0,3,6559200.238609113,4462624.113475177
8163,5950000,125,5,5.0,4,5848907.837837838,5276792.333333333
8164,8500000,98,0,3.0,3,7437451.282051282,7921470.588235294
8165,8750000,125,0,6.0,4,6559200.238609113,6188653.333333333
8166,8000000,170,0,4.0,5,6559200.238609113,6188653.333333333
8167,7430000,95,12,1.0,3,7962301.739130435,6870747.126436782
8168,39750000,200,0,8.0,5,18766793.31306991,28832777.777777776
8169,11990000,200,0,5.0,6,7962301.739130435,6826884.057971015
8170,6500000,79,0,3.0,3,7962301.739130435,9215404.624277456
8172,2890000,100,2,3.0,3,2769582.4657534244,3419787.8484848486
8173,6500000,110,0,10.0,4,7437451.282051282,7355370.37037037
8174,3550000,110,0,1.0,3,3884916.195530726,3494846.153846154
8176,1950000,100,7,6.0,3,4970295.55403868,4676827.383297645
8177,19750000,200,6,19.0,4,20111125.68306011,16373294.871794872
8178,5600000,120,5,2.0,3,5297494.923337092,4590144.913043479
8179,26900000,130,8,4.0,4,18766793.31306991,28832777.777777776
8180,5699000,130,0,1.0,4,8011979.826612903,5330999.954545454
8181,14500000,117,5,4.0,4,18766793.31306991,20307026.315789472
8182,1600000,115,10,0.0,3,2769582.4657534244,2400588.2352941176
8183,18950000,170,0,1.0,3,20111125.68306011,17206197.183098592
8184,4500000,98,0,2.0,3,5367273.031914894,4884594.567567567
8185,5000000,120,29,2.0,3,7754128.301886792,6326666.666666667
8186,6350000,210,15,7.0,4,4970295.55403868,6057293.357798165
8188,8500000,100,0,2.0,3,7962301.739130435,7948520.599250936
8189,3999999,175,0,2.0,4,4970295.55403868,5269146.553333334
8190,1450000,120,0,0.5,3,4970295.55403868,3526234.2890625
8191,6150000,110,0,4.0,4,7437451.282051282,6662500.0
8192,2495000,115,18,0.0,3,4059405.832635984,3597857.07936508
8193,2950000,100,30,4.0,3,6106125.056426332,4706222.804347826
8196,7950000,270,31,4.0,7,7962301.739130435,7841056.338028169
8197,6750000,140,12,4.0,4,7754128.301886792,6136580.645161291
8198,3350000,95,2,0.5,3,4059405.832635984,3597857.07936508
8199,4500000,80,0,2.0,3,5297494.923337092,4409719.101123596
8200,4900000,100,0,2.0,3,4059405.832635984,6540302.631578947
8201,3800000,128,14,13.0,4,2769582.4657534244,2551203.6481481483
8202,2650000,110,7,7.0,3,4970295.55403868,4676827.383297645
8203,2499000,120,0,3.0,3,2769582.4657534244,2487814.777777778
8205,3500000,125,30,4.0,4,6559200.238609113,4462624.113475177
8206,2850000,90,30,-0.5,3,8397364.775800712,6044116.504854369
8207,3050000,120,35,3.0,4,5297494.923337092,4676827.383297645
8208,9100000,120,3,4.0,4,7962301.739130435,8532544.827586208
8209,5700000,70,2,0.0,3,7962301.739130435,8532544.827586208
8210,11500000,124,3,4.0,3,7754128.301886792,7877575.757575758
8211,4450000,60,4,0.0,2,7962301.739130435,7948520.599250936
8212,20950000,140,8,10.0,4,18766793.31306991,21011136.363636363
8213,6600000,90,5,0.5,3,7962301.739130435,9215404.624277456
8215,2600000,65,31,0.0,2,11259699.059561128,8567391.304347826
8216,4300000,100,31,3.0,3,7962301.739130435,9074265.306122448
8217,10800000,165,16,4.0,4,7736038.525691699,9194069.76744186
8220,5650000,85,5,0.5,3,11259699.059561128,5508072.727272728
8221,12500000,145,30,0.5,4,18766793.31306991,20307026.315789472
8222,8250000,130,40,3.0,3,16676002.409638554,8143000.0
8223,9500000,145,32,-1.0,4,18840772.21851852,13705463.157894736
8224,1950000,90,45,0.0,3,4254808.612440191,4670000.0
8225,4400000,150,25,12.0,6,7754128.301886792,5008703.703703703
8226,3950000,85,7,3.0,3,5749051.802409639,3325714.2678571427
8227,18990000,110,0,12.0,4,18766793.31306991,21011136.363636363
8228,11150000,73,0,0.0,3,18766793.31306991,15964615.384615384
8229,12750000,115,0,4.0,4,18766793.31306991,17185621.62162162
8231,18400000,210,21,4.0,6,18840772.21851852,19328387.06451613
8232,7600000,150,25,4.0,4,7962301.739130435,9986363.636363637
8233,3800000,90,37,3.0,3,4254808.612440191,3666525.423728813
8234,1500000,95,26,0.0,3,4547597.902097902,6136547.619047619
8235,2700000,80,35,0.5,3,4254808.612440191,4063465.3465346536
8236,3000000,160,0,3.0,4,4970295.55403868,6487466.45
8237,3500000,140,39,5.0,4,6559200.238609113,4988341.164705883
8238,4000000,160,10,12.0,4,5478152.10355987,3784000.0
8239,7200000,150,25,5.0,4,7340518.640677966,6504166.666666667
8240,4950000,120,11,1.0,4,5848907.837837838,8770657.894736841
8241,2450000,90,35,0.0,3,5478152.10355987,4590144.913043479
8242,1695000,130,5,10.0,4,2769582.4657534244,4107124.9583333335
8243,6650000,100,40,3.0,2,18840772.21851852,8292105.263157895
8244,5350000,180,5,3.0,5,9683732.91925466,5651666.666666667
8245,6300000,237,21,3.0,5,9683732.91925466,5651666.666666667
8248,2650000,125,30,2.0,4,5297494.923337092,6343338.129496403
8249,6500000,80,3,2.0,3,7001761.904761905,6500000.0
8251,5350000,105,16,2.0,4,7340518.640677966,9458333.333333334
8252,20500000,180,0,11.0,6,18766793.31306991,15964615.384615384
8253,6550000,80,2,3.0,3,7340518.640677966,5858333.333333333
8254,3799000,95,5,1.0,3,5478152.10355987,6870747.126436782
8255,4000000,110,21,7.0,3,8397364.775800712,11202090.0
8257,14950000,120,6,9.0,4,18766793.31306991,21011136.363636363
8260,5750000,100,2,4.0,4,7437451.282051282,6662500.0
8261,4250000,55,11,0.5,2,5749051.802409639,9257611.925373135
8262,13000000,163,31,3.0,3,11981780.303030305,17206197.183098592
8263,8600000,133,14,10.0,4,8508896.555172414,8331538.461538462
